OBJECTID,X,Y,Z
189,-181886,-2322899,969.2945733
190,-182222,-2322805,970.2525513
191,-182428,-2322721,971.1762169
192,-182389,-2322634,972.0700167
193,-182554,-2322869,970.9192736
194,-182582,-2323114,968.8279021
195,-182555,-2323611,968.131565
196,-182738,-2323439,967.8585182
197,-182825,-2323815,968.0995907
198,-182796,-2323345,971.6665609
199,-182629,-2323718,968.7419677
200,-183177,-2323720,969.9203808
201,-183146,-2323430,972.7306076
202,-183496,-2323717,970.4351524
203,-183738,-2323676,971.0370837
204,-183933,-2323660,971.9898051
205,-183899,-2323956,975.8570022
206,-184175,-2323934,977.1694796
207,-184419,-2323397,974.3468818
208,-184301,-2323879,977.7121854
209,-183016,-2322405,978.1944405
210,-182757,-2322223,980.2241985
211,-183282,-2322564,978.1824232
212,-183123,-2322104,982.3049006
213,-183725,-2322484,980.7544742
214,-184071,-2322727,979.6724432
215,-183755,-2322864,976.1078938
216,-183359,-2322918,974.458755
217,-182378,-2323648,970.6735416
218,-182388,-2323985,977.9809085
219,-182014,-2324104,986.3294231
220,-181738,-2324035,989.8042301
221,-181528,-2323647,982.200968
222,-181354,-2324133,995.8520225
223,-181525,-2324232,994.6873505
224,-182834,-2324040,972.6120808
225,-183060,-2323999,972.8659344
226,-183312,-2323979,973.795911
227,-183446,-2323406,973.2876677
228,-183663,-2323772,972.0523254
229,-183789,-2324122,978.6357085
230,-183484,-2324191,978.2531505
231,-181463,-2322392,979.3141139
232,-182009,-2322484,974.0259658
233,-182022,-2322235,978.2439985
234,-182463,-2322336,976.2515551
235,-182173,-2322381,976.4382239
236,-182974,-2322701,975.3203707
237,-182788,-2322828,972.5655077
238,-183236,-2322703,976.9830372
239,-183464,-2322910,973.9778248
240,-183649,-2323075,972.7647546
241,-183631,-2323459,969.320023
242,-183974,-2323567,971.5799201
243,-184580,-2323992,981.1617399
244,-184404,-2323938,979.2762267
245,-183302,-2323958,973.2358556
246,-183274,-2324117,976.2891008
247,-183176,-2324440,981.1623442
248,-183128,-2324444,981.2794973
249,-183077,-2324426,981.3032769
250,-182996,-2324432,981.2197927
251,-182825,-2324445,981.2170296
252,-182746,-2324474,981.7912295
253,-182646,-2324347,979.4843257
254,-182705,-2324477,981.8249725
255,-182640,-2324482,982.1374486
256,-182344,-2324461,983.6606259
257,-182260,-2324332,984.174795
258,-182489,-2323909,974.5142549
259,-182027,-2323653,975.8331552
260,-182532,-2324356,979.7091926
261,-182274,-2324399,984.091914
262,-182061,-2324393,986.9574931
263,-182057,-2324348,986.8756988
264,-182424,-2322361,976.0633334
265,-182580,-2322259,977.9365576
266,-182693,-2322768,972.8317698
267,-182793,-2322580,975.2984219
268,-183128,-2322576,978.924412
269,-183510,-2322456,981.5327354
270,-183999,-2323160,974.6184418
271,-184105,-2322949,975.9936316
272,-184113,-2323466,972.4830428
273,-184396,-2323736,976.410689
