OID_,X,Y,Z
226,-182023.768100000917912,-2322606.053899999707937,968.601822714359514
227,-182296.260800000280142,-2322584.682399999350309,969.232425353177405
228,-182340.984299998730421,-2322604.055399999022484,969.493623967356598
229,-182364.105000000447035,-2322602.240100000053644,969.680926741891881
230,-182434.276099998503923,-2322734.032200001180172,969.160951894326445
231,-182492.622099999338388,-2322820.984400000423193,969.680021120093215
232,-182617.157200001180172,-2323200.227299999445677,966.599707345670367
233,-182690.132199998944998,-2323409.603000000119209,965.405430784566079
234,-183189.817099999636412,-2323548.760699998587370,967.487310707672691
235,-183205.045099999755621,-2323552.136999998241663,967.563286552517411
236,-183371.985300000756979,-2323497.775100000202656,966.955082314617243
237,-183440.225099999457598,-2323414.579300001263618,967.411931680936050
238,-182259.395199999213219,-2322496.041299998760223,970.324583648799944
239,-182393.696899998933077,-2322577.032699998468161,970.246979553969254
240,-182360.399099998176098,-2322533.879999998956919,970.652153609679090
241,-182360.399099998176098,-2322533.879999998956919,970.652153609679090
242,-182430.695799998939037,-2322519.205899998545647,971.482046325047691
243,-182435.650100000202656,-2322518.816799998283386,971.533491577494033
244,-182446.678599998354912,-2322595.755199998617172,970.768883419545091
245,-182414.498399998992682,-2322630.320000000298023,970.229468402417183
246,-182309.963300000876188,-2322611.067299999296665,969.132588604809598
247,-182213.778599999845028,-2322549.964400000870228,969.054534372203989
248,-182169.189699999988079,-2322553.462200000882149,968.723497581687184
249,-182097.952799998223782,-2322577.355300001800060,968.666692908755294
250,-182010.425400000065565,-2322584.216099999845028,968.988292050232758
251,-181892.005699999630451,-2322620.953099999576807,968.953707970028972
252,-181811.082600001245737,-2322627.289000000804663,969.428486149860646
253,-181792.560199998319149,-2322624.162200000137091,969.681813849434548
254,-181840.680300001055002,-2322602.088700000196695,969.867367980136805
255,-181929.859900001436472,-2322595.104899998754263,969.146989082815253
256,-182010.781899999827147,-2322588.764800000935793,968.795999380335616
257,-182128.035700000822544,-2322579.573199998587370,968.455614282619194
258,-182107.504900000989437,-2322572.029699999839067,968.757781923252651
259,-182100.185800001025200,-2322563.450199998915195,968.784510641634029
260,-182128.484999999403954,-2322542.924400001764297,969.325981168688941
261,-182147.588700000196695,-2322532.272900000214577,969.036706382044258
262,-182160.443399999290705,-2322526.688000001013279,969.184526388688823
263,-182171.646600000560284,-2322521.232599999755621,969.374776930985490
264,-182226.010200001299381,-2322494.084300000220537,970.134610532167471
265,-182206.060499999672174,-2322472.765999998897314,970.560933771526834
266,-182151.564800001680851,-2322477.040699999779463,970.241254909039071
267,-182116.885699998587370,-2322479.760299999266863,970.598245293303762
268,-182076.089200001209974,-2322510.419100001454353,969.911047114313988
269,-182017.482299998402596,-2322547.049600001424551,969.427736941510602
270,-181978.334800001233816,-2322577.577300000935793,969.470381059686019
271,-181885.626400001347065,-2322603.146000001579523,969.315114327025981
272,-181803.052400000393391,-2322609.611000001430511,969.936790327141807
273,-181707.622299998998642,-2322621.655499998480082,970.325131581145229
274,-181661.380499999970198,-2322625.272700000554323,970.640018764516299
275,-181634.372299998998642,-2322641.114799998700619,970.598407855637447
276,-181635.236200001090765,-2322737.156500000506639,968.485385417209500
277,-181640.952599998563528,-2322874.008799999952316,966.453292423320136
278,-181645.245700001716614,-2322992.666299998760223,965.655433241757464
279,-181686.692000001668930,-2323076.381900001317263,965.553515826376156
280,-181989.331199999898672,-2323290.683600001037121,965.372940341245226
281,-182354.098799999803305,-2323321.580200001597404,965.442547076239407
282,-182453.352000001817942,-2323336.671999998390675,965.610380877909165
283,-182674.769900001585484,-2323383.349599998444319,965.532240329968772
284,-182920.620999999344349,-2323423.506599999964237,967.563551763887290
285,-183087.696800000965595,-2323392.039099998772144,967.388670253130385
286,-183141.074499998241663,-2323310.023899998515844,967.443284195980596
287,-183191.220100000500679,-2323187.069800000637770,967.756703666693738
288,-183219.302299998700619,-2323184.855300001800060,967.581148557122219
289,-183417.096299998462200,-2323416.405299998819828,968.114864250687560
290,-183448.341600000858307,-2323391.053399998694658,968.264323243285844
291,-183459.402899999171495,-2323362.717999998480082,968.436296022048168
292,-183469.601399999111891,-2323302.411600001156330,968.112705227993501
293,-183484.324900001287460,-2323278.363800000399351,968.024620077678037
294,-183519.949400000274181,-2323266.396000001579523,968.642047708445034
295,-183549.684399999678135,-2323264.046999998390675,969.631640757841978
296,-183568.789000000804663,-2323253.383499998599291,969.575756544611295
297,-183664.747200001031160,-2323268.684700001031160,969.907943155086059
298,-183695.853700000792742,-2323325.726900000125170,970.310620959173434
299,-183699.090500000864267,-2323366.664400000125170,970.094900891177872
300,-183654.923000000417233,-2323438.811799999326468,970.885727405685884
301,-183629.782499998807907,-2323436.221799999475479,970.745673492626338
302,-183589.980999998748302,-2323311.210200000554323,969.645717195886959
303,-183572.092799998819828,-2323253.122499998658895,969.647359622503359
304,-183559.949000000953674,-2323162.541900001466274,969.460722853055927
305,-183526.546500001102686,-2323055.333099998533726,970.521954589487564
306,-183525.613400001078844,-2323064.560800001025200,970.204259663243647
307,-183626.392900001257658,-2323267.139400001615286,969.538349239754098
308,-183684.581900000572205,-2323372.388500001281500,970.447755465176670
309,-183729.424499999731779,-2323561.079599998891354,968.740562062603090
310,-183725.546999998390675,-2323575.117400001734495,968.246083631411580
311,-183687.692899998277426,-2323600.995600000023842,967.702829693261492
312,-183630.944699998944998,-2323619.212200000882149,968.014381910107204
313,-183567.012800000607967,-2323651.726100001484156,967.846675976517190
314,-183425.207400001585484,-2323708.694600000977516,967.544836379808316
315,-183273.557700000703335,-2323725.237399999052286,966.789261889152158
316,-183146.690799999982119,-2323739.816899999976158,966.415610277542100
317,-183057.467300001531839,-2323746.847399998456240,966.736817184438792
318,-182999.717599999159575,-2323710.203200001269579,966.438010086358418
319,-182952.957600001245737,-2323686.423500001430511,966.252645738950832
320,-182884.719599999487400,-2323664.333399999886751,965.809378071822721
321,-182690.148699998855591,-2323578.946899998933077,965.253082192845227
322,-182588.651200000196695,-2323577.771099999547005,965.237403634282600
323,-182414.862799998372793,-2323481.576400000602007,965.356072211890933
324,-182296.095499999821186,-2323408.514800000935793,965.413151049890189
325,-182132.600699998438358,-2323316.070700000971556,965.318923079779211
326,-182027.196299999952316,-2323264.833399999886751,965.108864732877009
327,-181862.911600001156330,-2323204.471500001847744,965.313016737680073
328,-181722.473600000143051,-2323151.386999998241663,965.136245914573351
329,-181710.554699998348951,-2323147.742600001394749,964.871801389954840
330,-181689.868599999696016,-2323053.250100001692772,965.235883711559836
331,-181683.820399999618530,-2322975.919599998742342,965.336146867855291
332,-181729.102200001478195,-2322917.457499999552965,965.470800282327787
333,-181805.050999999046326,-2322847.440999999642372,965.819510485027422
334,-181885.010699998587370,-2322786.261100001633167,967.228550390086298
335,-181997.415199998766184,-2322736.266300000250340,966.955634546188435
336,-182074.325800001621246,-2322721.085299998521805,966.702887157193004
337,-182143.691199999302626,-2322715.646800000220537,966.925685345035390
338,-182188.283199999481440,-2322712.149500001221895,966.808774013113407
339,-182363.347399998456240,-2322698.411200001835823,968.438873816505406
340,-182443.335999999195337,-2322701.283199999481440,969.847854735636588
341,-182501.140099998563528,-2322696.742100000381470,970.237227036032891
342,-182520.736800000071526,-2322713.509300000965595,970.170109264101029
343,-182583.053199999034405,-2322745.225900001823902,970.958398662060063
344,-182630.012600000947714,-2322750.687699999660254,971.116032386472398
345,-182640.142999999225140,-2322731.583999998867512,970.900625605731989
346,-182639.070000000298023,-2322717.938000001013279,971.142031253924529
347,-182597.865800000727177,-2322679.986499998718500,970.839879694983438
348,-182587.735300000756979,-2322699.089999999850988,970.735695831799944
349,-182587.871599998325109,-2322721.963199999183416,970.969838935312737
350,-182595.601900000125170,-2322799.161100000143051,971.116690572562220
351,-182602.838500000536442,-2322848.936999998986721,971.651090258736076
352,-182609.138799998909235,-2322907.940299998968840,970.626351150409164
353,-182608.832199998199940,-2322967.463100001215935,969.399110500305255
354,-182612.100999999791384,-2323072.473200000822544,966.550133441458456
355,-182619.116300001740456,-2323140.574299998581409,966.992914223517460
356,-182626.267799999564886,-2323231.549100000411272,966.490116141688986
357,-182632.704100001603365,-2323313.426699999719858,965.763898207161105
358,-182638.782800000160933,-2323390.755699999630451,965.495961490067657
359,-182647.092999998480082,-2323454.178700000047684,965.354881298135069
360,-182657.548900000751019,-2323544.894600000232458,965.543154688112395
361,-182666.846200000494719,-2323663.163300000131130,965.891775380191348
362,-182674.355500001460314,-2323758.688299998641014,967.307262047636527
363,-182669.090199999511242,-2323818.602200001478195,968.125751261722144
364,-182640.150100000202656,-2323788.838500000536442,967.486936687896787
365,-182607.143500000238419,-2323686.163499999791384,966.183079309509708
366,-182597.897199999541044,-2323631.967199999839067,965.377134295987844
367,-182577.522100001573563,-2323372.686099998652935,965.225251146664277
368,-182547.777199998497963,-2323205.679900001734495,965.518403190214258
369,-182506.694600000977516,-2323021.257899999618530,968.563649109150560
370,-182451.155699998140335,-2322906.623900000005960,968.564505875978057
371,-182354.241799999028444,-2322836.428899999707937,967.214242326496787
372,-182224.832299999892712,-2322860.314800001680851,966.312698516436512
373,-182173.630800001323223,-2322864.330899998545647,966.437920347921022
374,-181975.430700000375509,-2322879.866500001400709,966.384162830092691
375,-181834.227299999445677,-2322922.960900001227856,965.902916337531451
376,-181497.758600000292063,-2322976.734400000423193,966.645173879569256
377,-181532.445099998265505,-2322974.024000000208616,966.597043297904293
378,-181600.338700000196695,-2323119.747400000691414,965.836101649519151
379,-181602.701699998229742,-2323128.715999998152256,965.947174137096226
380,-181594.109299998730421,-2323188.884500000625849,966.724714895692841
381,-181544.677900001406670,-2323215.631200000643730,967.228566316871252
382,-181457.799699999392033,-2323103.425400000065565,967.256293162413044
383,-181347.078000001609325,-2322919.853199999779463,968.866736814562046
384,-181359.102099999785423,-2322882.301500000059605,968.595138652943888
385,-181429.163800001144409,-2322821.910999998450279,968.370768358565329
386,-181462.196400001645088,-2322819.330699998885393,968.180954374637736
387,-181468.572799999266863,-2322837.138999998569489,967.716286596874511
388,-181480.885800000280142,-2322973.475999999791384,966.679808324642522
389,-181499.556000001728535,-2323063.550299998372793,966.464766682444065
390,-181513.501699998974800,-2323135.687199998646975,966.818056708700283
391,-181517.285999998450279,-2323162.851500000804663,966.928522605975559
392,-181487.765000000596046,-2322721.224199999123812,969.023475341127778
393,-181508.693199999630451,-2322861.464099999517202,967.083958911395712
394,-182374.279699999839067,-2323324.572999998927116,965.582655594132120
395,-182768.965300001204014,-2323270.673099998384714,966.534598308752038
396,-182777.582899998873472,-2323274.572099998593330,966.734309591181045
397,-182865.826900001615286,-2323382.050700001418591,967.602657310281643
398,-182875.381099998950958,-2323376.721799999475479,968.156532735945802
399,-182947.573100000619888,-2323343.576799999922514,969.723585064066924
400,-183000.437100000679493,-2323339.413499999791384,968.534990645876064
401,-183055.731199998408556,-2323408.288600001484156,966.985564876347098
402,-183100.040300000458956,-2323464.297600001096725,966.553128268417595
403,-183119.865400001406670,-2323462.735199999064207,966.835142216541271
404,-183122.951499998569489,-2323480.799899999052286,966.829238392845468
405,-183071.220499999821186,-2323562.684799998998642,965.928232538882753
406,-183056.132399998605251,-2323582.181400001049042,965.744104306606005
407,-183011.005399998277426,-2323663.544500000774860,966.083711845655671
408,-183000.872699998319149,-2323682.650400001555681,966.235308612076096
409,-182976.146800000220537,-2323748.675200000405312,966.724656763124358
410,-182942.083200000226498,-2323801.703800000250340,967.313042902258758
411,-182913.773499999195337,-2323822.240200001746416,967.527041675077726
412,-182837.932599999010563,-2323745.823399998247623,966.396378029346920
413,-182710.604800000786781,-2323627.684500001370907,965.274693638801637
414,-182482.330400001257658,-2323430.510000001639128,965.386094783024646
415,-182229.089899998158216,-2323253.583000000566244,965.321181510935730
416,-182039.177999999374151,-2323163.205899998545647,965.768946280714999
417,-181866.708700001239777,-2322998.221999999135733,965.403693105706452
418,-181817.482700001448393,-2322942.578299999237061,965.517900267853292
419,-181822.892900001257658,-2322905.541400000452995,965.409217149039250
420,-181962.607099998742342,-2322949.521699998527765,965.942881658280271
421,-182062.815699998289347,-2323019.474399998784065,966.913855968713165
422,-182367.989199999719858,-2323096.226199999451637,965.875966516602830
423,-182427.946299999952316,-2323118.979499999433756,965.817547316935361
424,-182524.785500001162291,-2323230.370600000023842,965.549762432216539
425,-182602.746399998664856,-2323334.088899999856949,965.601352189324075
426,-182762.822299998253584,-2323403.886199999600649,965.778540828016048
427,-182864.588899999856949,-2323450.801899999380112,967.296984341819325
428,-183040.565099999308586,-2323468.983800001442432,966.793637514190436
429,-183183.361900001764297,-2323466.883900001645088,967.255803391550671
430,-183262.662099998444319,-2323460.630499999970198,967.831920711771659
431,-183416.664799999445677,-2323453.055399999022484,967.157834869834915
432,-183424.709499999880791,-2323470.728399999439716,967.435442397303746
433,-183395.400899998843670,-2323541.697200000286102,967.081276413130581
434,-182812.629599999636412,-2323551.006000000983477,965.416887861396958
435,-182807.535900000482798,-2323528.522100001573563,965.473401010704720
436,-182824.743999999016523,-2323641.591400001198053,965.291786155103409
437,-182860.486200001090765,-2323757.779599998146296,966.569517711481467
438,-182878.716299999505281,-2323820.422499999403954,967.374188764995779
439,-182884.306400001049042,-2323870.329199999570847,967.928698325598475
440,-182884.856300000101328,-2323961.825500000268221,969.145728859968585
441,-182871.636700000613928,-2323962.865699999034405,969.272068035168331
442,-182843.271099999547005,-2323919.327899999916553,969.007489981180925
443,-182814.632699999958277,-2323830.041700001806021,967.886756624066265
444,-182755.981800001114607,-2323697.346799999475479,966.067741117911623
445,-182649.645700000226498,-2323550.092799998819828,965.533335570376948
446,-182596.235899999737740,-2323462.752900000661612,965.574898471130609
447,-182525.459899999201298,-2323344.738800000399351,965.412399255855917
448,-182375.130899999290705,-2323187.201600000262260,965.587717312691780
449,-182209.545400001108646,-2323131.542800001800060,965.560846312534977
450,-182083.611900001764297,-2323072.765399999916553,965.347548945447897
