OBJECTID,X,Y,Z
311,-184474,-2325352,971.8025254
312,-184439,-2325706,970.6489208
313,-184466,-2326372,975.2986512
314,-184373,-2326485,976.4419855
315,-184412,-2326658,977.4770489
316,-183663,-2326084,976.3997199
317,-183442,-2325715,974.3824022
318,-183115,-2325776,976.0194069
319,-182912,-2325968,978.8989032
320,-182801,-2325695,977.349839
321,-182809,-2326116,981.1680228
322,-183081,-2326482,982.7069591
323,-183093,-2326797,984.4332267
324,-183230,-2326751,983.5446432
325,-183356,-2325757,974.9824315
326,-183307,-2326112,977.3035021
327,-183045,-2326027,978.2955996
328,-183432,-2325258,977.3051958
329,-183495,-2325253,976.7293893
330,-183603,-2325491,973.2976115
331,-183763,-2325725,973.6990434
332,-183928,-2326204,975.9883895
333,-184043,-2326195,975.415797
334,-184094,-2325874,972.750133
335,-184187,-2326078,974.2013145
336,-184016,-2325529,973.0894121
337,-184494,-2325596,970.8856349
338,-184684,-2325581,971.6966336
339,-184817,-2325325,976.1293029
340,-184988,-2325698,974.7585309
341,-185030,-2325906,975.2585317
342,-185049,-2326150,977.0352347
343,-185082,-2326394,978.8960256
344,-185101,-2326639,981.5491801
345,-184912,-2326196,975.3997867
346,-184856,-2326447,976.8027135
347,-184752,-2325787,972.6949048
348,-184581,-2325730,971.0448017
349,-184325,-2325891,971.7773229
350,-184249,-2326214,974.8425384
351,-184209,-2326041,973.5974871
352,-184033,-2325914,973.0080658
353,-182741,-2325418,977.0933994
354,-182643,-2325637,978.7030523
355,-182683,-2325810,979.1432546
356,-182707,-2326124,982.3204504
357,-182729,-2326404,985.5788921
358,-182696,-2325492,977.6319927
359,-182678,-2325107,978.7900807
360,-182665,-2324932,979.300767
361,-182719,-2325139,978.4493359
362,-182942,-2325051,977.7321921
363,-183031,-2325044,977.8630808
364,-183209,-2325030,977.7063414
365,-183323,-2325021,977.9006271
366,-183425,-2325013,978.6682646
367,-183669,-2325029,978.5574066
368,-183648,-2325241,975.6636377
369,-183614,-2326756,981.8000345
370,-183461,-2326768,981.9423971
371,-183296,-2326781,983.3060118
372,-182838,-2326817,987.8169616
373,-182925,-2326459,984.2817969
374,-183619,-2326334,978.6823362
375,-184535,-2326754,978.6492214
376,-184992,-2326718,980.7855121
377,-184881,-2326762,980.6359678
378,-184709,-2326212,974.4833525
379,-184557,-2326225,974.0059891
380,-184796,-2326346,975.8844524
381,-184881,-2325636,973.9108458
382,-184747,-2325401,974.3908137
383,-184918,-2325950,974.6033177
384,-184443,-2326726,978.3462356
385,-184229,-2326778,978.6714212
386,-184110,-2326717,979.7636452
387,-184131,-2325696,971.9640082
388,-184384,-2325500,970.2537227
389,-184435,-2325988,972.0589398
390,-184710,-2325263,975.6347748
391,-184668,-2325372,974.1969144
392,-184256,-2325334,972.8037869
393,-184287,-2325085,975.841042
394,-184041,-2325210,974.6730286
395,-183933,-2325289,975.3490776
396,-183943,-2325746,972.5660906
397,-183105,-2325495,975.4062296
398,-183276,-2325236,976.6338908
399,-183218,-2325310,976.0695181
400,-183173,-2325384,975.4958395
401,-183197,-2325523,974.999468
402,-183342,-2325582,974.4259848
403,-183382,-2325438,975.2436733
404,-183529,-2325849,974.501909
405,-183553,-2325987,975.8607782
406,-183335,-2326145,977.6127899
407,-183382,-2326247,978.8506217
408,-183339,-2326356,980.0135445
409,-183185,-2326016,977.5673284
410,-183163,-2326229,979.7655636
411,-183177,-2326404,981.3418049
412,-182987,-2326102,979.7673871
413,-182771,-2325803,978.4970423
414,-183784,-2326321,977.8900004
415,-183832,-2326282,977.4117928
416,-184406,-2325779,970.9655023
417,-185389,-2326405,983.8364978
418,-185383,-2326159,981.78434
419,-185280,-2326800,983.9032657
420,-185169,-2326844,982.7923858
421,-185214,-2326770,982.7130485
422,-185074,-2326781,981.8042727
423,-185357,-2325844,980.7121858
424,-184899,-2326830,980.9609871
425,-184820,-2326802,980.4578088
426,-184703,-2326776,978.8899438
427,-184677,-2326778,979.1033686
428,-184546,-2326894,979.7235816
429,-184454,-2326866,980.2222006
430,-184390,-2326871,980.2566316
431,-184156,-2326819,979.8239248
432,-184063,-2326932,981.3011549
433,-183872,-2326947,982.1405865
434,-183971,-2326904,981.3138034
435,-183767,-2326920,982.3092431
436,-183686,-2326856,982.6311461
437,-182773,-2326963,988.654939
438,-182958,-2326878,985.9437466
439,-182769,-2326753,988.435319
440,-182804,-2326539,986.2591945
441,-182769,-2326260,983.4251414
442,-183005,-2326171,980.3334926
443,-183057,-2326343,981.7584817
444,-183441,-2326348,979.6760301
445,-183489,-2326801,982.2240052
446,-183337,-2326813,983.294363
447,-183622,-2326369,979.3873468
448,-183095,-2326832,984.5522708
449,-183019,-2326838,984.8334054
450,-182942,-2326352,982.9867861
451,-183983,-2326411,977.6648514
452,-183603,-2326300,979.0586894
453,-183182,-2326790,983.9537439
454,-183685,-2325872,974.7666264
455,-183948,-2326132,974.9520517
456,-184329,-2326102,973.6694439
457,-185216,-2326313,979.687869
458,-185191,-2325998,977.7458311
459,-185194,-2325717,977.5910325
460,-185096,-2326252,977.9199529
461,-182896,-2325758,976.9241406
462,-183734,-2325199,976.6334096
463,-183771,-2325830,974.1662859
464,-183577,-2326126,977.2153139
465,-184165,-2326291,975.9408931
466,-184351,-2325889,971.8843989
467,-184188,-2325937,972.5482597
468,-184037,-2326442,977.509431
469,-184449,-2326479,976.1802888
